group_id,click_count,impression_count,conversion_count,date
65344,0,2,0,2024-03-13
53505,0,2,0,2024-03-13
119168,2,10,0,2024-03-13
53398,0,7,0,2024-03-13
118129,0,2,0,2024-03-13
101414,0,12,0,2024-03-13
95090,0,2,0,2024-03-13
118118,0,4,0,2024-03-13
126521,0,11,0,2024-03-13
101224,0,2,0,2024-03-14
52740,11,26,6,2024-03-14
64349,0,1,0,2024-03-14
101250,2,37,0,2024-03-14
64326,2,37,2,2024-03-14
64368,0,1,0,2024-03-14
101262,7,52,2,2024-03-14
117788,1,1,0,2024-03-14
302538,0,2,0,2024-03-14
126506,1,8,1,2024-03-14
181330,0,1,0,2024-03-14
93881,0,1,0,2024-03-14
118115,0,10,0,2024-03-14
118825,0,1,0,2024-03-14
118087,0,8,0,2024-03-14
145519,0,1,0,2024-03-14
1128,1,13,1,2024-03-14
185544,10,85,0,2024-03-14
101227,0,1,0,2024-03-14
126523,1,1,0,2024-03-14
94938,0,1,0,2024-03-14
118112,0,1,0,2024-03-14
53505,0,2,0,2024-03-14
64325,0,16,0,2024-03-14
145530,4,11,0,2024-03-14
64372,0,1,0,2024-03-14
166610,0,1,0,2024-03-14
118118,0,2,0,2024-03-14
306754,0,1,0,2024-03-14
116997,0,1,0,2024-03-14
64513,0,1,0,2024-03-14
119105,0,1,0,2024-03-14
64890,0,2,0,2024-03-14
1132,0,3,0,2024-03-14
119143,1,31,0,2024-03-14
94900,0,2,0,2024-03-14
64335,0,1,0,2024-03-14
101888,1,4,0,2024-03-14
145459,0,2,0,2024-03-14
64349,7,21,2,2024-03-14
118825,0,3,0,2024-03-14
126512,0,4,0,2024-03-14
118131,0,1,0,2024-03-14
185544,0,1,0,2024-03-14
145527,1,3,0,2024-03-14
118051,0,1,0,2024-03-14
145519,0,1,0,2024-03-14
52919,0,1,0,2024-03-14
161302,4,21,0,2024-03-14
101227,0,1,0,2024-03-14
118096,0,3,0,2024-03-14
118122,0,3,0,2024-03-14
101247,1,6,0,2024-03-14
185559,8,32,0,2024-03-14
64334,0,1,0,2024-03-14
101250,0,10,0,2024-03-14
145493,0,4,0,2024-03-14
145626,0,1,0,2024-03-14
118811,0,1,0,2024-03-14
181355,0,1,0,2024-03-14
118069,0,1,0,2024-03-14
118127,0,1,0,2024-03-14
64325,0,4,0,2024-03-14
145530,2,8,0,2024-03-14
53505,0,3,0,2024-03-14
118129,0,8,0,2024-03-14
181366,0,1,0,2024-03-14
64372,0,2,0,2024-03-14
64890,1,1,0,2024-03-14
52775,0,2,0,2024-03-14
64326,0,1,0,2024-03-14
101861,0,1,0,2024-03-14
1132,0,1,0,2024-03-14
52740,1,9,0,2024-03-14
126547,0,4,0,2024-03-14
52725,13,80,1,2024-03-14
126558,2,3,0,2024-03-14
64336,1,14,0,2024-03-14
118113,0,2,0,2024-03-14
186281,0,1,0,2024-03-14
64334,0,1,0,2024-03-14
145508,0,4,0,2024-03-14
101247,4,29,0,2024-03-14
126512,2,28,0,2024-03-14
126506,0,1,0,2024-03-14
101250,3,16,0,2024-03-14
118752,0,1,0,2024-03-14
126487,0,2,0,2024-03-14
119698,0,5,0,2024-03-14
126536,1,9,0,2024-03-14
302538,0,2,0,2024-03-14
144405,0,1,0,2024-03-14
161302,0,1,0,2024-03-14
185544,6,61,1,2024-03-14
118122,0,3,0,2024-03-14
118096,0,1,0,2024-03-14
302539,2,17,0,2024-03-14
181355,0,4,0,2024-03-14
118127,0,1,0,2024-03-14
145530,0,1,0,2024-03-14
64325,0,4,0,2024-03-14
53398,0,15,0,2024-03-14
166610,0,5,0,2024-03-14
64372,1,6,0,2024-03-14
181366,0,1,0,2024-03-14
101414,2,37,0,2024-03-14
119105,0,4,0,2024-03-14
101861,0,1,0,2024-03-14
64890,0,5,0,2024-03-14
145530,0,1,0,2024-03-14
126513,5,37,1,2024-03-14
126547,0,2,0,2024-03-14
101224,7,21,1,2024-03-14
94900,0,1,0,2024-03-14
119143,0,1,0,2024-03-14
64335,10,192,0,2024-03-14
126521,0,5,0,2024-03-14
1120,0,3,0,2024-03-14
126654,2,6,0,2024-03-14
64336,2,1,0,2024-03-14
118825,1,1,0,2024-03-14
126487,1,37,1,2024-03-14
145459,0,2,0,2024-03-14
53494,2,15,1,2024-03-14
302538,0,3,0,2024-03-14
181346,7,24,1,2024-03-14
185544,3,9,1,2024-03-14
145493,1,8,0,2024-03-14
145626,1,3,0,2024-03-14
145484,0,1,0,2024-03-14
118115,0,37,0,2024-03-14
181341,3,20,0,2024-03-14
118067,0,1,0,2024-03-14
126506,6,24,4,2024-03-14
101250,0,10,0,2024-03-14
52919,0,4,0,2024-03-14
145508,1,16,0,2024-03-14
118087,0,6,0,2024-03-14
126536,0,1,0,2024-03-14
118114,0,2,0,2024-03-14
1128,7,114,1,2024-03-14
161302,17,102,1,2024-03-14
101227,0,1,0,2024-03-14
118122,0,1,0,2024-03-14
118096,0,1,0,2024-03-14
126523,0,2,0,2024-03-14
118811,0,3,0,2024-03-14
181355,0,31,0,2024-03-14
65254,1,5,0,2024-03-14
118069,0,4,0,2024-03-14
101262,0,14,0,2024-03-14
126558,3,13,0,2024-03-14
118127,0,6,0,2024-03-14
64325,2,9,0,2024-03-14
94938,1,3,0,2024-03-14
53505,0,7,0,2024-03-14
118112,1,4,0,2024-03-14
53398,0,4,0,2024-03-14
1284,2,28,1,2024-03-14
95090,0,2,0,2024-03-14
182420,0,1,0,2024-03-14
118118,0,1,0,2024-03-14
64372,0,1,0,2024-03-14
166610,2,17,0,2024-03-14
64513,0,7,0,2024-03-14
306754,0,1,0,2024-03-14
181361,1,6,0,2024-03-14
116997,5,24,0,2024-03-14
119105,0,2,0,2024-03-14
64890,0,10,0,2024-03-14
101888,0,3,0,2024-03-14
101227,0,1,0,2024-03-14
52725,23,69,0,2024-03-14
185546,2,10,1,2024-03-14
117788,0,1,0,2024-03-14
126547,0,20,0,2024-03-14
119143,0,16,0,2024-03-14
144473,1,6,0,2024-03-14
126555,2,35,0,2024-03-14
181349,1,1,0,2024-03-14
185544,0,1,0,2024-03-14
118115,0,1,0,2024-03-14
118825,0,1,0,2024-03-14
126536,0,1,0,2024-03-14
145459,0,5,0,2024-03-14
118113,0,1,0,2024-03-14
181341,3,23,0,2024-03-14
1120,1,50,0,2024-03-14
101250,0,2,0,2024-03-14
94900,0,4,0,2024-03-14
126513,3,31,0,2024-03-14
65344,0,3,0,2024-03-14
118122,0,12,0,2024-03-14
101224,19,101,5,2024-03-14
118087,0,3,0,2024-03-14
101247,0,2,0,2024-03-14
181335,1,16,0,2024-03-14
145519,0,1,0,2024-03-14
145484,1,7,0,2024-03-14
126521,3,40,1,2024-03-14
181342,0,1,0,2024-03-14
126558,0,1,0,2024-03-14
118127,0,1,0,2024-03-14
101262,0,1,0,2024-03-14
94938,2,2,0,2024-03-14
53505,0,2,0,2024-03-14
1132,3,10,0,2024-03-14
118129,0,3,0,2024-03-14
118118,1,3,0,2024-03-14
64335,0,3,0,2024-03-14
101247,0,1,0,2024-03-14
101247,0,1,0,2024-03-14
118087,0,1,0,2024-03-14
53398,0,4,0,2024-03-14
126521,0,2,0,2024-03-14
1128,0,3,0,2024-03-14
181355,0,1,0,2024-03-14
101247,0,11,0,2024-03-14
126512,0,1,0,2024-03-14
302539,0,1,0,2024-03-14
145493,0,1,0,2024-03-14
145508,0,1,0,2024-03-14
101414,0,2,0,2024-03-14
52740,0,3,0,2024-03-14
118115,0,1,0,2024-03-14
126506,0,1,0,2024-03-14
126512,0,1,0,2024-03-14
145459,0,1,0,2024-03-14
101247,0,7,0,2024-03-14
181341,0,6,0,2024-03-14
145484,0,1,0,2024-03-14
145493,0,1,0,2024-03-14
53398,0,6,0,2024-03-14
118129,0,2,0,2024-03-14
101414,0,1,0,2024-03-14
118118,0,1,0,2024-03-14
181341,0,4,0,2024-03-14
64336,0,1,0,2024-03-14
181335,0,1,0,2024-03-14
145493,0,1,0,2024-03-14
53398,0,28,0,2024-03-14
1128,0,1,0,2024-03-14
145493,0,2,0,2024-03-14
181355,0,1,0,2024-03-14
181346,0,1,0,2024-03-14
145519,0,1,0,2024-03-14
53398,0,1,0,2024-03-14
145493,0,1,0,2024-03-14
126513,0,4,0,2024-03-14
52740,1,0,0,2024-03-14
119143,0,2,0,2024-03-14
64336,0,2,0,2024-03-14
126487,0,2,0,2024-03-14
101247,0,17,0,2024-03-14
1128,0,3,0,2024-03-14
181341,0,1,0,2024-03-14
145508,0,1,0,2024-03-14
145519,0,3,0,2024-03-14
118087,0,1,0,2024-03-14
53494,0,1,0,2024-03-14
126512,0,3,0,2024-03-14
181346,0,1,0,2024-03-14
181355,0,1,0,2024-03-14
118122,0,2,0,2024-03-14
53505,0,1,0,2024-03-14
119168,0,2,0,2024-03-14
53398,1,7,0,2024-03-14
118129,0,7,0,2024-03-14
101414,0,5,0,2024-03-14
126521,1,5,0,2024-03-14
64335,0,1,0,2024-03-14
64368,0,1,0,2024-03-14
64368,0,1,0,2024-03-14
52740,6,28,5,2024-03-15
126521,0,1,0,2024-03-15
145508,0,1,0,2024-03-15
64326,2,21,1,2024-03-15
64368,1,2,0,2024-03-15
64336,0,1,0,2024-03-15
181355,1,2,0,2024-03-15
101262,11,44,2,2024-03-15
117788,1,3,0,2024-03-15
181335,1,1,0,2024-03-15
126506,1,10,1,2024-03-15
64334,0,1,0,2024-03-15
101203,1,8,1,2024-03-15
144572,0,1,0,2024-03-15
118115,0,1,0,2024-03-15
118087,0,2,0,2024-03-15
1128,0,16,0,2024-03-15
185544,10,113,2,2024-03-15
64325,0,10,0,2024-03-15
145530,0,1,0,2024-03-15
118118,0,1,0,2024-03-15
306754,0,1,0,2024-03-15
116997,0,1,0,2024-03-15
1132,1,3,0,2024-03-15
119143,3,43,2,2024-03-15
64349,3,23,0,2024-03-15
1097,1,1,0,2024-03-15
126512,0,1,0,2024-03-15
145527,0,1,0,2024-03-15
1128,0,3,0,2024-03-15
101247,0,18,0,2024-03-15
185559,1,24,0,2024-03-15
64334,0,3,0,2024-03-15
145493,0,13,0,2024-03-15
145484,0,1,0,2024-03-15
118068,0,1,0,2024-03-15
64325,0,3,0,2024-03-15
145530,1,8,0,2024-03-15
53505,0,10,0,2024-03-15
118129,2,6,0,2024-03-15
64372,0,1,0,2024-03-15
119105,0,2,0,2024-03-15
182420,3,6,2,2024-03-15
52775,0,1,0,2024-03-15
52740,8,54,6,2024-03-15
126547,0,3,0,2024-03-15
126555,1,1,1,2024-03-15
126521,0,1,0,2024-03-15
52725,37,74,3,2024-03-15
126558,1,8,1,2024-03-15
119143,0,1,0,2024-03-15
118087,0,1,0,2024-03-15
64336,1,13,0,2024-03-15
118113,0,1,0,2024-03-15
182082,0,1,0,2024-03-15
145508,2,10,0,2024-03-15
101227,0,1,0,2024-03-15
119176,1,8,0,2024-03-15
101247,2,19,1,2024-03-15
145459,0,1,0,2024-03-15
126512,3,45,2,2024-03-15
145527,0,2,0,2024-03-15
126487,0,1,0,2024-03-15
119698,1,8,0,2024-03-15
126536,1,26,1,2024-03-15
181335,2,2,0,2024-03-15
302538,0,5,0,2024-03-15
185544,1,33,1,2024-03-15
302539,2,13,0,2024-03-15
181355,0,1,0,2024-03-15
101262,0,1,0,2024-03-15
118127,0,2,0,2024-03-15
145530,0,1,0,2024-03-15
118069,1,8,1,2024-03-15
53398,1,10,0,2024-03-15
64372,0,1,0,2024-03-15
101414,0,9,0,2024-03-15
181361,0,1,0,2024-03-15
64890,0,1,0,2024-03-15
52775,0,2,0,2024-03-15
126513,6,29,2,2024-03-15
119143,2,3,1,2024-03-15
64335,14,86,4,2024-03-15
126555,0,2,0,2024-03-15
126521,0,5,0,2024-03-15
181330,0,4,0,2024-03-15
126654,0,13,0,2024-03-15
126487,1,13,1,2024-03-15
145459,0,1,0,2024-03-15
118819,1,1,1,2024-03-15
53494,0,12,0,2024-03-15
181346,1,21,0,2024-03-15
185544,3,28,0,2024-03-15
145493,0,13,0,2024-03-15
145626,0,10,0,2024-03-15
126499,0,1,0,2024-03-15
118115,0,29,0,2024-03-15
181341,0,5,0,2024-03-15
126506,0,6,0,2024-03-15
52919,0,2,0,2024-03-15
145508,0,11,0,2024-03-15
118087,0,12,0,2024-03-15
126536,0,6,0,2024-03-15
1128,2,102,0,2024-03-15
126523,0,4,0,2024-03-15
181355,3,23,0,2024-03-15
118069,0,2,0,2024-03-15
101262,11,38,2,2024-03-15
126558,2,6,1,2024-03-15
118068,0,1,0,2024-03-15
118127,1,3,1,2024-03-15
64325,2,35,0,2024-03-15
94938,2,6,0,2024-03-15
53505,0,1,0,2024-03-15
53398,0,1,0,2024-03-15
1284,1,18,0,2024-03-15
166610,3,27,0,2024-03-15
64513,2,8,0,2024-03-15
306754,0,1,0,2024-03-15
181361,1,3,0,2024-03-15
64326,1,3,0,2024-03-15
116997,1,8,0,2024-03-15
119105,0,1,0,2024-03-15
64890,1,5,0,2024-03-15
52775,5,28,1,2024-03-15
118067,0,1,0,2024-03-15
101227,0,1,0,2024-03-15
52725,6,15,0,2024-03-15
185546,1,8,0,2024-03-15
117788,0,1,0,2024-03-15
126547,0,14,0,2024-03-15
119143,0,11,0,2024-03-15
144473,1,2,1,2024-03-15
126555,0,4,0,2024-03-15
118114,0,1,0,2024-03-15
1097,3,5,0,2024-03-15
118115,0,1,0,2024-03-15
126536,0,4,0,2024-03-15
145459,0,5,0,2024-03-15
53494,0,1,0,2024-03-15
181341,1,14,0,2024-03-15
145626,0,4,0,2024-03-15
126513,2,12,0,2024-03-15
65344,0,2,0,2024-03-15
118122,0,2,0,2024-03-15
118087,0,3,0,2024-03-15
101247,0,4,0,2024-03-15
186281,0,3,0,2024-03-15
181335,2,18,1,2024-03-15
145519,0,5,0,2024-03-15
64349,0,1,0,2024-03-15
181514,1,1,0,2024-03-15
145484,0,5,0,2024-03-15
101203,0,8,0,2024-03-15
126521,12,60,1,2024-03-15
181342,1,1,0,2024-03-15
126558,0,1,0,2024-03-15
101262,0,3,0,2024-03-15
94938,0,5,0,2024-03-15
145530,0,1,0,2024-03-15
53505,0,3,0,2024-03-15
1132,9,20,2,2024-03-15
118129,0,1,0,2024-03-15
118118,1,8,1,2024-03-15
64335,2,11,1,2024-03-15
52740,2,16,1,2024-03-16
64336,0,2,0,2024-03-16
101262,4,9,1,2024-03-16
117788,0,1,0,2024-03-16
64334,0,1,0,2024-03-16
101203,2,16,0,2024-03-16
118115,0,2,0,2024-03-16
118087,0,10,0,2024-03-16
1128,0,4,0,2024-03-16
185544,8,73,1,2024-03-16
126499,0,5,0,2024-03-16
126523,5,14,1,2024-03-16
64325,1,8,0,2024-03-16
145530,0,1,0,2024-03-16
166610,0,1,0,2024-03-16
182420,0,1,0,2024-03-16
306754,0,8,0,2024-03-16
1132,3,27,0,2024-03-16
52740,0,1,0,2024-03-16
119143,1,55,1,2024-03-16
145459,0,1,0,2024-03-16
64349,7,40,2,2024-03-16
1097,2,2,0,2024-03-16
64301,0,1,0,2024-03-16
145527,2,7,0,2024-03-16
1128,1,37,0,2024-03-16
161302,1,5,1,2024-03-16
118122,0,1,0,2024-03-16
1073,4,11,1,2024-03-16
185559,2,22,0,2024-03-16
64334,0,1,0,2024-03-16
181355,0,2,0,2024-03-16
118069,0,1,0,2024-03-16
94938,0,1,0,2024-03-16
64325,0,11,0,2024-03-16
145530,5,12,0,2024-03-16
53505,0,5,0,2024-03-16
118129,2,8,0,2024-03-16
306754,0,1,0,2024-03-16
166610,0,5,0,2024-03-16
119105,0,3,0,2024-03-16
182420,0,7,0,2024-03-16
116997,0,10,0,2024-03-16
126513,0,2,0,2024-03-16
52740,6,32,2,2024-03-16
126547,1,10,0,2024-03-16
126555,0,1,0,2024-03-16
64335,0,1,0,2024-03-16
52725,12,86,2,2024-03-16
126558,6,12,2,2024-03-16
119143,0,1,0,2024-03-16
117788,0,1,0,2024-03-16
64336,6,19,0,2024-03-16
64301,0,4,0,2024-03-16
118113,1,4,0,2024-03-16
145519,0,1,0,2024-03-16
182082,0,1,0,2024-03-16
64334,0,1,0,2024-03-16
64462,1,8,0,2024-03-16
119176,1,5,0,2024-03-16
145527,3,8,0,2024-03-16
119698,0,5,0,2024-03-16
118819,0,1,0,2024-03-16
144405,0,2,0,2024-03-16
185544,2,26,0,2024-03-16
118122,0,1,0,2024-03-16
302539,1,24,0,2024-03-16
101262,0,3,0,2024-03-16
53505,0,1,0,2024-03-16
53398,0,4,0,2024-03-16
166610,0,8,0,2024-03-16
126513,14,91,1,2024-03-16
64372,4,15,1,2024-03-16
119143,0,6,0,2024-03-16
118118,1,2,0,2024-03-16
64335,5,69,0,2024-03-16
306754,0,1,0,2024-03-16
126521,0,3,0,2024-03-16
116997,0,4,0,2024-03-16
64301,3,18,1,2024-03-16
118825,0,1,0,2024-03-16
119105,0,4,0,2024-03-16
126487,1,15,1,2024-03-16
145459,0,1,0,2024-03-16
118051,0,1,0,2024-03-16
302538,0,5,0,2024-03-16
181346,2,10,1,2024-03-16
185544,9,61,3,2024-03-16
145493,0,9,0,2024-03-16
126499,1,8,0,2024-03-16
118115,2,14,1,2024-03-16
181341,2,11,2,2024-03-16
185559,2,13,0,2024-03-16
52919,0,4,0,2024-03-16
118087,0,12,0,2024-03-16
118114,0,1,0,2024-03-16
1128,0,47,0,2024-03-16
161302,1,30,0,2024-03-16
101227,0,1,0,2024-03-16
118096,0,1,0,2024-03-16
126523,0,1,0,2024-03-16
181355,0,2,0,2024-03-16
118069,0,1,0,2024-03-16
101262,6,31,1,2024-03-16
126558,2,11,1,2024-03-16
118068,0,1,0,2024-03-16
118127,0,3,0,2024-03-16
64325,1,23,0,2024-03-16
94938,0,1,0,2024-03-16
53398,0,2,0,2024-03-16
118118,0,1,0,2024-03-16
166610,8,31,3,2024-03-16
64513,1,7,0,2024-03-16
306754,0,6,0,2024-03-16
181361,1,3,0,2024-03-16
116997,4,24,0,2024-03-16
119105,0,2,0,2024-03-16
64890,2,8,1,2024-03-16
52725,18,54,1,2024-03-16
185546,1,11,0,2024-03-16
117788,0,5,0,2024-03-16
126547,1,15,0,2024-03-16
119143,2,24,1,2024-03-16
126555,3,9,0,2024-03-16
181346,2,2,2,2024-03-16
185544,1,16,0,2024-03-16
1097,1,2,0,2024-03-16
118115,0,1,0,2024-03-16
145459,0,2,0,2024-03-16
181341,0,14,0,2024-03-16
126513,2,12,0,2024-03-16
118087,0,10,0,2024-03-16
145519,0,1,0,2024-03-16
64462,0,2,0,2024-03-16
126521,10,72,0,2024-03-16
181342,0,2,0,2024-03-16
101262,0,2,0,2024-03-16
94938,2,1,0,2024-03-16
53505,0,1,0,2024-03-16
1132,5,12,0,2024-03-16
166610,0,1,0,2024-03-16
118118,0,5,0,2024-03-16
64335,10,58,3,2024-03-16
118051,0,1,0,2024-03-16
52740,5,22,2,2024-03-17
145459,0,1,0,2024-03-17
181355,0,2,0,2024-03-17
101262,1,31,0,2024-03-17
117788,1,3,1,2024-03-17
302538,1,1,0,2024-03-17
1073,0,1,0,2024-03-17
118115,0,7,0,2024-03-17
126499,3,2,1,2024-03-17
94938,0,1,0,2024-03-17
166610,1,1,0,2024-03-17
306754,0,1,0,2024-03-17
116997,0,1,0,2024-03-17
119105,0,2,0,2024-03-17
182247,0,6,0,2024-03-17
1132,3,13,1,2024-03-17
119143,0,29,0,2024-03-17
145459,0,2,0,2024-03-17
64349,10,28,1,2024-03-17
185546,0,1,0,2024-03-17
185544,0,1,0,2024-03-17
52919,0,2,0,2024-03-17
118122,0,1,0,2024-03-17
1073,0,3,0,2024-03-17
185559,1,10,0,2024-03-17
181355,0,1,0,2024-03-17
101262,0,2,0,2024-03-17
94938,0,1,0,2024-03-17
145530,2,8,0,2024-03-17
53505,0,6,0,2024-03-17
53398,0,1,0,2024-03-17
118129,1,2,1,2024-03-17
166610,1,3,0,2024-03-17
119105,1,4,0,2024-03-17
182420,1,8,0,2024-03-17
116997,0,2,0,2024-03-17
182247,0,1,0,2024-03-17
52733,0,1,0,2024-03-17
126513,5,40,1,2024-03-17
52740,2,14,0,2024-03-17
126547,0,12,0,2024-03-17
52725,17,75,4,2024-03-17
126558,2,3,1,2024-03-17
119143,1,1,1,2024-03-17
64336,2,10,1,2024-03-17
118113,0,6,0,2024-03-17
186281,0,1,0,2024-03-17
119176,1,2,1,2024-03-17
118752,0,2,0,2024-03-17
185546,0,1,0,2024-03-17
126487,0,1,0,2024-03-17
119698,0,9,0,2024-03-17
118819,0,1,0,2024-03-17
118747,0,1,0,2024-03-17
185544,1,28,0,2024-03-17
118122,0,2,0,2024-03-17
302539,1,6,0,2024-03-17
101262,0,9,0,2024-03-17
118127,0,1,0,2024-03-17
118069,0,1,0,2024-03-17
53398,1,7,0,2024-03-17
64372,4,14,0,2024-03-17
118118,0,2,0,2024-03-17
119105,0,2,0,2024-03-17
52733,0,1,0,2024-03-17
182247,0,3,0,2024-03-17
145530,0,1,0,2024-03-17
126513,4,16,0,2024-03-17
119143,1,11,1,2024-03-17
64335,1,13,1,2024-03-17
64301,0,10,0,2024-03-17
118825,0,1,0,2024-03-17
126487,1,24,0,2024-03-17
145459,0,5,0,2024-03-17
302538,0,2,0,2024-03-17
181346,4,8,0,2024-03-17
185544,12,125,2,2024-03-17
118115,1,21,0,2024-03-17
181341,0,2,0,2024-03-17
185559,3,34,0,2024-03-17
52919,0,1,0,2024-03-17
101203,0,1,0,2024-03-17
118087,0,6,0,2024-03-17
118114,0,1,0,2024-03-17
118122,1,15,0,2024-03-17
181355,1,5,0,2024-03-17
101262,4,11,1,2024-03-17
126558,2,9,0,2024-03-17
118068,0,1,0,2024-03-17
118127,0,1,0,2024-03-17
94938,0,1,0,2024-03-17
53398,0,1,0,2024-03-17
182420,0,1,0,2024-03-17
118118,1,2,0,2024-03-17
166610,2,14,0,2024-03-17
181361,1,3,0,2024-03-17
116997,0,14,0,2024-03-17
182248,0,1,0,2024-03-17
182247,0,2,0,2024-03-17
118819,0,2,0,2024-03-17
52725,4,23,0,2024-03-17
64336,0,1,0,2024-03-17
185546,5,11,2,2024-03-17
126547,0,4,0,2024-03-17
119143,2,11,0,2024-03-17
181346,2,7,0,2024-03-17
185544,1,4,0,2024-03-17
1073,0,2,0,2024-03-17
118115,0,5,0,2024-03-17
181341,1,15,1,2024-03-17
126513,0,9,0,2024-03-17
186281,0,1,0,2024-03-17
145519,0,1,0,2024-03-17
181514,1,1,0,2024-03-17
101203,4,12,0,2024-03-17
94938,0,1,0,2024-03-17
1132,3,12,2,2024-03-17
166610,1,5,0,2024-03-17
119105,0,1,0,2024-03-17
64335,2,13,1,2024-03-17
118825,0,1,0,2024-03-17
1132,0,1,0,2024-03-18
126513,0,2,0,2024-03-18
52708,11,101,0,2024-03-18
126547,1,3,0,2024-03-18
52740,9,30,8,2024-03-18
126521,0,2,0,2024-03-18
126555,0,2,0,2024-03-18
101247,0,4,0,2024-03-18
52725,8,55,0,2024-03-18
64349,1,1,0,2024-03-18
185546,0,1,0,2024-03-18
181341,0,1,0,2024-03-18
126536,0,1,0,2024-03-18
64368,0,1,0,2024-03-18
145459,0,1,0,2024-03-18
144439,0,1,0,2024-03-18
64336,5,59,0,2024-03-18
181355,1,12,0,2024-03-18
101262,4,75,1,2024-03-18
1097,0,1,0,2024-03-18
181335,0,5,0,2024-03-18
118067,1,4,0,2024-03-18
302538,0,5,0,2024-03-18
126506,1,25,0,2024-03-18
64334,0,1,0,2024-03-18
181330,0,1,0,2024-03-18
118747,0,1,0,2024-03-18
145484,0,1,0,2024-03-18
101203,0,1,0,2024-03-18
118114,0,1,0,2024-03-18
118115,2,15,2,2024-03-18
118087,0,2,0,2024-03-18
145519,0,1,0,2024-03-18
1128,0,6,0,2024-03-18
181346,0,1,0,2024-03-18
52919,0,1,0,2024-03-18
185544,7,61,3,2024-03-18
101227,0,1,0,2024-03-18
118122,0,3,0,2024-03-18
126499,0,9,0,2024-03-18
126523,0,1,0,2024-03-18
65254,1,7,0,2024-03-18
126558,4,11,1,2024-03-18
53505,1,5,1,2024-03-18
64325,1,18,0,2024-03-18
145530,0,5,0,2024-03-18
166610,1,8,0,2024-03-18
118118,1,5,0,2024-03-18
182420,0,3,0,2024-03-18
306754,0,3,0,2024-03-18
116997,0,19,0,2024-03-18
64513,0,1,0,2024-03-18
119105,0,4,0,2024-03-18
52733,9,32,3,2024-03-18
1132,0,1,0,2024-03-18
119143,0,21,0,2024-03-18
126558,0,1,0,2024-03-18
145459,0,1,0,2024-03-18
64349,1,15,1,2024-03-18
1097,0,8,0,2024-03-18
118131,0,2,0,2024-03-18
145519,0,1,0,2024-03-18
1128,1,6,0,2024-03-18
118747,0,1,0,2024-03-18
101227,0,1,0,2024-03-18
118122,0,1,0,2024-03-18
1073,2,22,0,2024-03-18
101247,1,6,0,2024-03-18
145626,0,1,0,2024-03-18
145484,0,4,0,2024-03-18
94938,0,1,0,2024-03-18
145530,0,1,0,2024-03-18
53505,0,3,0,2024-03-18
118129,0,1,0,2024-03-18
64372,0,1,0,2024-03-18
166610,2,3,0,2024-03-18
119105,0,4,0,2024-03-18
182420,0,8,0,2024-03-18
182247,2,3,1,2024-03-18
126513,7,34,3,2024-03-18
52740,1,17,1,2024-03-18
126547,0,5,0,2024-03-18
126555,0,1,0,2024-03-18
126521,1,3,0,2024-03-18
52725,27,104,0,2024-03-18
126558,0,3,0,2024-03-18
64336,3,14,0,2024-03-18
118113,0,2,0,2024-03-18
64334,0,1,0,2024-03-18
119176,2,10,1,2024-03-18
101247,1,40,0,2024-03-18
145459,0,1,0,2024-03-18
126512,4,32,1,2024-03-18
145527,4,8,0,2024-03-18
119698,0,1,0,2024-03-18
126536,1,11,0,2024-03-18
181335,0,1,0,2024-03-18
118819,0,1,0,2024-03-18
185544,2,3,0,2024-03-18
145484,0,1,0,2024-03-18
302539,0,2,0,2024-03-18
53505,0,1,0,2024-03-18
53398,0,3,0,2024-03-18
64372,2,12,0,2024-03-18
118118,0,5,0,2024-03-18
64513,1,3,0,2024-03-18
182248,4,8,1,2024-03-18
52733,3,32,0,2024-03-18
126513,3,21,1,2024-03-18
52708,0,1,0,2024-03-18
119143,0,5,0,2024-03-18
126555,0,3,0,2024-03-18
126521,0,1,0,2024-03-18
126654,1,9,0,2024-03-18
118825,0,1,0,2024-03-18
126487,1,18,0,2024-03-18
145459,1,4,0,2024-03-18
53494,1,11,0,2024-03-18
126512,0,9,0,2024-03-18
181346,8,24,1,2024-03-18
185544,8,83,3,2024-03-18
145493,1,16,0,2024-03-18
145626,0,3,0,2024-03-18
145484,0,1,0,2024-03-18
126499,0,2,0,2024-03-18
118115,0,3,0,2024-03-18
126506,2,101,0,2024-03-18
185559,0,4,0,2024-03-18
52919,0,1,0,2024-03-18
145508,0,3,0,2024-03-18
118087,0,2,0,2024-03-18
144473,0,1,0,2024-03-18
1128,3,19,0,2024-03-18
101227,0,1,0,2024-03-18
118122,0,1,0,2024-03-18
181355,0,7,0,2024-03-18
65254,0,8,0,2024-03-18
101262,0,4,0,2024-03-18
126558,2,2,1,2024-03-18
118127,0,2,0,2024-03-18
64325,0,6,0,2024-03-18
94938,0,2,0,2024-03-18
182420,0,1,0,2024-03-18
166610,2,19,0,2024-03-18
64513,0,1,0,2024-03-18
181361,2,10,0,2024-03-18
116997,1,7,0,2024-03-18
119105,0,1,0,2024-03-18
182248,0,1,0,2024-03-18
52733,0,3,0,2024-03-18
52725,1,3,0,2024-03-18
185546,1,3,1,2024-03-18
126547,0,8,0,2024-03-18
119143,0,13,0,2024-03-18
144473,0,6,0,2024-03-18
126555,1,7,0,2024-03-18
181346,0,5,0,2024-03-18
185544,0,3,0,2024-03-18
1097,0,3,0,2024-03-18
118115,0,2,0,2024-03-18
126536,0,2,0,2024-03-18
